PMID,Abstract
39921776,"This study explored the extraction and microencapsulation of essential oil from Pistacia terebinthus cambium layer gum (PTG-EO) using response surface methodology (RSM) to optimize extraction efficiency. Significant factors such as extraction method, time, and power were optimized for conventional extraction (CE) and microwave-assisted extraction (MAE), yielding 24.48 and 21.97% essential oil, respectively. Encapsulation efficiency was influenced by temperature, water activity, and oil/wall ratio. The chemical profile of PTG-EO revealed α-pinene as the main component (80.65%). Antioxidant activity, assessed using DPPH and ABTS, showed that freeze-dried nanoencapsulated powder (NcP-Fr) exhibited superior radical scavenging activity compared to spray-dried micro-encapsulated powders (McP-Sp). SEM analysis revealed microspherical encapsulation with sizes around 33.52 μm. Thermal degradation studies showed that the essential oil release from the wall material started at approximately 200 °C, with 10.06% of the oil being released by this temperature. X-ray diffraction analysis revealed the crystallinity/amorphous ratio (14.4/85.56%) and confirmed the stable, homogeneous encapsulation structure, supporting the strong antioxidant performance of NcP-Fr."
39921458,"Commercially available Dacron (woven polyester) grafts are used for routine open surgical repair of thoracic aortic aneurysms. Despite durable and biocompatible, these grafts do not reproduce the natural mechanical properties of the aorta. Therefore, the aim of this project was to develop an innovative graft that additionally exhibits physiological aortic compliance. To achieve this result, multi-layered tubular aortic grafts were created by electrospinning of a thermoplastic polyurethane. To reduce permeability, a gelatin-coating was added. Three groups (G1-3; n = 5) with varying layer designs were evaluated regarding the main mechanical properties of vascular grafts such as suture retention strength, permeability and static and dynamic compliance. G3, which combined electrospinning with a stable silicone-coated inlay was chosen for the fabrication of medical grade thermoplastic polyurethane grafts (Gm; n = 6). Dynamic compliance values of 19.68 ± 11.5%/100 mmHg (50-90 mmHg), 15.18 ± 8.7%/100 mmHg (80-120 mmHg) and 14.56 ± 7.4%/100 mmHg (110-150 mmHg) were achieved. The compliance was higher than for Dacron and ePTFE grafts and comparable to the normal sized ascending aorta of around 16%/100 mmHg in a healthy human and porcine aortic compliance of 14.3%/100 mmHg. Static compliance was successfully tested up to 350 mmHg. No significant changes in graft diameter or delaminations of the graft layers were detected after compliance testing. Therefore, by combining electrospinning with a durable inlay, both elasticity and recoverability are obtained, resulting in a promising alternative to the gold-standard in open-surgical treatment of thoracic aortic pathologies."
39921315,"Strong and tough hydrogels are promising candidates for artificial soft tissues, yet significant challenges remain in developing biocompatible, anti-swelling hydrogels that simultaneously exhibit high strength, fracture strain, toughness, and fatigue resistance. Herein, thermoplastic elastomer-reinforced polyvinyl alcohol (PVA) hydrogels are prepared through a synergistic combination of phase separation, wet-annealing, and quenching. This approach markedly enhances the crystallinity of the hydrogels and the interfacial interaction between PVA and thermoplastic polyurethane (TPU). This strategy results in the simultaneous improvement of the mechanical properties of the hydrogels, achieving a tensile strength of 11.19 ± 0.80 MPa, toughness of 62.67 ± 10.66 MJ m-3, fracture strain of 1030 ± 106%, and fatigue threshold of 1377.83 ± 62.78 J m-2. Furthermore, the composite hydrogels demonstrate excellent swelling resistance, biocompatibility, and cytocompatibility. This study presents a novel approach for fabricating strong, tough, stretchable, biocompatible, and fatigue- and swelling-resistant hydrogels with promising applications in soft tissues, flexible electronics, and load-bearing biomaterials."
39921264,"Flavones are an important class of building blocks for numerous biologically active molecules, pharmaceuticals, and natural products. Reductive carbonylation of CO2 is a powerful method to provide high-value heterocycles quickly. However, examples of transition metal-catalyzed carbonylation to produce flavones using CO2 are quite scarce, and the related copper-catalyzed carbonylative cyclization of CO2 is not reported. Here, a general procedure is developed for the copper-catalyzed carbonylative C(sp3)-H bond synthesis of flavone using CO2 as the C1 source. Additionally, 13C-labeled flavones are successfully synthesized using [13C]-CO2, demonstrating significant inhibitor activity against MCF-7 cells in antitumor assays. Mechanistic investigations suggest that the phenolic group accelerates CO2 mass transfer by promoting nucleophilic addition to DBU-CO2 complexes, followed by selective intramolecular carbonylative cyclization."
39921184,"We report here a Cu2+-doped layered double hydroxide (LDH) nanoplatform to load both monocarboxylate transporter inhibitor diclofenac (DC) and lactate oxidase (LOX) for dual modulation of tumor lactate and redox metabolisms to activate immunotherapy through enhanced Cu-mediated chemodynamic therapy (CDT) of tumors. The formed LDH-DC-LOX nanoparticles with a diameter of 55 nm are stable, can be effectively taken up by cancer cells to regulate lactate through both LOX-mediated catalytic conversion and DC-enabled inhibition of extracellular efflux of lactate, and can exert redox metabolism through CDT via Cu2+-mediated glutathione (GSH) depletion and Fenton-like reaction with hydrogen peroxide (H2O2) that can be further accumulated via LOX-mediated catalysis. The major advantage of the developed LDH-DC-LOX nanoparticles lies in the therapeutic synergy and cascade that can be achieved through the loaded DC and LOX for enhanced tumor lactate metabolism regulation, for enhanced Cu-mediated CDT and redox metabolism regulation, and for activation of immunotherapy that can further enhances the Cu2+-mediated CDT effect. The developed LDH nanoplatform demonstrated here for effective murine breast tumor treatment provides a new paradigm for dual regulation of lactate and redox metabolisms that may enable synergistic and cascaded combination therapy of different cancer types. STATEMENT OF SIGNIFICANCE: Targeting the tumor microenvironment (TME) to alter tumor metabolic pathways represents a promising strategy for next-generation cancer therapy. Herein, a copper-doped layered double hydroxide (LDH) nanoplatform is developed to co-deliver both diclofenac (DC) and lactate oxidase (LOX) to tumor cells for efficient dual regulation of tumor lactate and redox metabolisms, resulting in synergistic and cascaded chemodynamic therapy/immunotherapy of breast tumors. The developed LDH-DC-LOX nanoparticles can release Cu2+ and DC under an acidic TME, and can act in synergy to reduce TME lactate and generate H2O2, thus modulating redox metabolism and activating anticancer immunotherapy. The secreted cytokine IFN-γ after activation of antitumor immune responses can further mediate enhanced chemodynamic therapy effect through downregulation of cystine/glutamate transporter SLC7A11 to suppress GSH synthesis."
39921183,"Magnesium (Mg)-based implants have become an attractive alternative to conventional permanent implants in the orthopedic field. While biocompatibility, degradation kinetics, and osseointegration of Mg-based implants have been mostly investigated, the impact of degradation products on bone remodeling and potential systemic effects remains unclear. The aim of this study was to evaluate the early and mid-term local and systemic tissue responses of degrading ultrahigh-purity ZX00 (Mg-Zn-Ca alloy) and ultrahigh-purity Mg (XHP-Mg) pins in a juvenile healthy rat model. The potential differences between implant types (degradable vs. permanent), implantation, and age-related changes were investigated using titanium (Ti), sham-operated, and control groups (non-intervention), respectively. Degradation products of ZX00 and XHP-Mg pins promote osteogenesis in the medullary cavity by upregulating the expression levels of Bmp2 and Opg within 14 days post-surgery. The higher degradation rate of XHP-Mg resulted in the accumulation of degradation products starting from day 3 and upregulation of different genes, particularly Ccl2 and Cepbp. Besides good osseointegration and new bone tissue formation, we found a more parallel hydroxyapatite/collagen orientation along Mg-based pins in the perimeter region compared to Ti pins. In the liver, reduced glycogen levels in Mg-based pins indicated that degradation products promote glycogenolysis, while only the ZX00 group showed a higher serum glucagon level on day 14. Results suggest that degrading ZX00 and XHP-Mg pins stimulate osteogenesis mainly via Bmp2 and Opg and promote glycogenolysis in the liver, while the higher degradation rate of XHP-Mg pins resulted in upregulation of different genes and metabolites. STATEMENT OF SIGNIFICANCE: Bioresorbable magnesium (Mg)-based implants are promising alternative candidates for orthopedic interventions. Until now, a few in vivo studies explored how Mg-based implants promote osteogenesis in the medullary cavity and modulate systemic tissue responses. Herein, results demonstrate i) the degradation rate of the Mg-based implants has a crucial effect on osteogenesis via regulating Bmp2 and Opg expression in the medullary cavity, ii) parallel HAp/collagen matrix pattern in ZX00 and XHP-Mg groups compared to the Ti group, iii) both Mg pins promote glycogenolysis in the liver. Our findings highlight dual role of Mg-based implants in bone remodeling and systemic metabolic modulation. Nevertheless, this is the first study to report the interaction between Mg-based implants and liver metabolism."
39921169,To compare the diagnostic accuracy of [¹⁸F]-Fluorocholine (FCH) PET/CT with conventional [99mTc]Tc-MIBI scintigraphy and cervical ultrasound (USG) for the preoperative localization of hyperfunctioning parathyroid tissue (HFPT) in patients with primary hyperparathyroidism (PHPT).
39921078,"Complement analysis necessitates strict control of pre-analytical blood handling, including time, temperature, and additives. Here, we compared complement function and activation status across five different serum preparations and two plasma preparations. Serum was collected from ten healthy volunteers using glass tubes without additives, tubes with a silica clot activator (with or without a gel separator), and tubes containing thrombin (with or without a gel separator). Plasma was collected in the presence of EDTA or the thrombin inhibitor lepirudin. Serum and plasma aliquots were snap-frozen in liquid nitrogen and stored at -80 °C. Complement functional analysis was performed using Wieslab and Hycult Biotech pathway-specific assays. Complement activation was determined by quantifying specific activation markers: C1s/C1-INH, MASP-1/C1-INH, C3bc, C3bBbP, and sC5b-9. All serum samples exhibited increased complement activation compared to EDTA and lepirudin plasma, with serum tubes containing thrombin and gel separators showing the highest levels of complement activation. However, normal complement function was observed in all serum preparations, indicating that the complement activation and consumption that occurred did not affect complement functional analysis. While all tested serum tubes provided accurate functional activity, the type of tube and the presence of additives like thrombin and gel separators significantly influenced the degree of complement activation. We recommend preparing functionally active serum either in glass tubes or in silica clot activator tubes, and avoiding gel separators. For complement activation studies, lepirudin plasma is preferable over serum due to its complement functional capacity, low level of complement activation, and lack of excessive hemostatic activation."
39920794,"Non-healing pressure ulcers impose heavy burdens on patients and clinicians. Cord blood mononuclear cells (CB-MNCs) are a novel type of tissue repair seed cells. However, their clinical application is restricted by low retention and survival rates post-transplantation. This study aims to investigate the role of thermo-sensitive chitosan/hydroxyethyl cellulose/glycerophosphate (CS/HEC/GP) hydrogel encapsulated CB-MNCs in pressure ulcer wound healing."
39920742,"Articular cartilage injury is a serious bone disease that can result in disabilities. With the rapid increase in the aging population, this disorder has become an increasingly important public health issue. Recently, stem cell-based cartilage tissue engineering has emerged as a promising therapeutic option for treating articular cartilage damage. Cellular scaffolds, which are among three key elements of tissue engineering, play significant roles in the repair of damaged articular cartilage by regulating cellular responses and promoting cartilage tissue regeneration. Biological macromolecules are commonly used as scaffold materials owing to their unique properties. For example, natural and synthetic polymer hydrogel scaffolds can effectively mimic the microenvironment of the natural extracellular matrix; exhibit high cytocompatibility, biocompatibility, and biodegradability; and have attracted increasing attention in bone and cartilage tissue engineering and regeneration medicine. Several types of hydrogel scaffolds have been fabricated to treat articular cartilage abnormalities. This article outlines the recent progress in the field of hydrogel scaffolds manufactured from various biomaterials for repairing damaged articular cartilage, discusses their advantages and disadvantages, and proposes directions for their future development."
39920682,"Toothpaste contains hydroxyapatite is a natural substance derived from fish bones. This study examines the physicochemical process of natural hydroxyapatite, conducts organoleptic testing, and assesses the homogeneity of Fringescale sardinella (Sardinella fimbriata) fish bone in toothpaste formulations."
39920362,This study compared the effectiveness of adding autologous platelet concentrates (APCs(+)) and sole bone grafting procedures (APCs(-)) in maxillary sinus augmentation (MSA).
39920305,"This work aims to investigate the impact of chitosan and hydrogen peroxide on the growth and seasonal yield of lime trees cultivated in commercial orchards in Qalyubiyya Governorate, Egypt, during the 2021 & 2022 seasons. The treatments include foliar spraying of two concentrations of CHI (100 & 200 ppm) and H2O2 (2 & 4 cm/L), either individually or in combination, at two distinct times, one month after fruit set (1st week of September) and after two months. The hypothesis was that applying chitosan and hydrogen peroxide would improve tree growth, fruit quality, and total production. The obtained results indicated that the combinations of CHI with H2O2 improved tree growth, leaf mineral composition, seasonal yield, and fruit quality parameters. CHI at 200 ppm + H2O2 at 4 cm/L was the most efficient treatment and achieved the largest tree canopy. Treatment of 100 ppm CHI with 2 cm/L H2O2 showed superior yield in terms of tree yield (23.56 & 29.64 kg/tree), total production (8.15 & 9.16 t/ha) compared to other treatments. Likewise, combinations of CHI and H2O2 improved fruit characteristics. Findings of this study demonstrated that the foliar application of CHI with H2O2 could be a promising application to improve seasonal lemon yield and fruit quality in commercial orchards."
39920190,"In this experiment Artocarpus hirsutus (AH) fiber was utilized as the filler material for bamboo fiber (NF)/polyethylene (PE) biocomposites. This was a waste to wealth approach by utilising biomaterial and also can reduce the use of PE plastics. The crystallinity index (Crl) of 45.1%, 56.4%, 67% was observed in AH, alkali treated (NaOH) and cellulose AH fiber respectively. The combination with 20 wt% NF/3 wt% cellulose AH filler observed better tensile and flexural strength. Agglomeration at 4, 5 wt% affects the flexural properties by lesser interfacial adhesion with filler/matrix phase, having properties reducing up to 20.3 MPa. Comparing to cellulose AH filler, both alkali treated and untreated AH filler combinations possess lesser flexural strength. The addition of natural fibers increases the tensile and flexural modulus property with better properties at 30 wt% NF/5 wt% cellulose AH filler combination. The Impact strength doesn't observe high influence with filler incorporation. This AH fiber hasn't been explored in detail for mechanical and hydrophilic properties with incorporation with PE matrix. This fabricated composite is suited for bioengineering applications."
39920129,"Uncontrolled haemorrhage is a leading cause of trauma-related fatalities, highlighting the critical need for rapid and effective haemostasis. Current haemostatic materials encounter limitations such as slow clotting and weak mechanical strength, while most of bioadhesives compromise their adhesion performance to wet tissues for biocompatibility and degradability. In this study, a molecular self-assembly strategy is proposed, developing a biocompatible and biodegradable protein-based patch with excellent adhesion performance. This strategy utilizes fibrinogen modified with hydrophobic groups to induce self-assembly into a hydrogel, which is converted into a dry patch. The protein patch enhances adhesion performance on the wet tissue through a dry cross-linking method and robust intra/inter-molecular interactions. This patch demonstrates excellent haemostatic efficacy in  both porcine oozing wound and porcine severe acute haemorrhage. It maintains biological functionality, and ensures sustained wound sealing while gradually degrading in vivo, making it a promising candidate for clinical tissue sealing applications."
39919725,"This study aimed to investigate whether the use of CT-based navigation enhances: 1) the accuracy of cup placement; and 2) the achievement rate of required range of motion (ROM). Additionally, we investigated the impact of using a large femoral head and dual-mobility liner on the achievement rates."
39919189,"The COVID-19 pandemic caused a global health crisis that resulted in millions of deaths. Effective vaccines have played central roles in curtailing the pandemic. Here, we developed a down-converting near-infrared IIb (NIR-IIb; 1500 to 1700 nanometers) luminescent, pure NaErF4@NaYF4 rare-earth nanoparticle (pEr) as vaccine carriers. The pEr nanoparticles were coated with three layers of cross-linked biocompatible polymers (pEr-P3; ~55 nanometers) and conjugated to the receptor binding domain (RBD) of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) spike protein. Upon subcutaneous injection of the pEr-P3-RBD nanovaccine in mice, in vivo NIR-IIb imaging revealed active vaccine trafficking and migration to lymph nodes through lymphatic vessels. Two doses of the adjuvant-free vaccine elicited long-lasting (>7 months) high titers of serum viral neutralization antibody and anti-RBD immunoglobulin G, along with robust RBD-specific germinal center B cells and T follicular helper cells. We devised in vivo NIR-II molecular imaging of RBD-specific cells in lymph nodes, opening noninvasive assessments of vaccine-elicited immune responses longitudinally."
39918943,"Rapid and accurate detection plays a critical role in improving the survival and prognosis of patients with cardiovascular disease, but traditional detection methods are far from ideal for those with suspected conditions. Metabolite analysis based on nanomatrix-assisted laser desorption/ionization mass spectrometry (NMALDI-MS) is considered to be a promising technique for disease diagnosis. However, the performance of core nanomatrixes has limited its clinical application. In this study, we constructed 3D flower-shaped cages based on controllable structured metal-organic frameworks and iron oxide nanoparticles with low thermal conductivity and significant photothermal effects. The elongation of the incident light path through multilayer reflection significantly enhances the effective light absorption area of the nanomatrixes. Concurrently, the alternating layered structure confines the thermal energy, reducing thermal losses. Moreover, the 3D structure increases affinity sites, expanding the detection coverage. This approach effectively enhances the laser ionization and thermal desorption efficiency during the LDI process. We applied this technology to analyze the serum metabolomes of patients with myocardial infarction, heart failure, and heart failure combined with myocardial infarction, achieving cost-effective, high-throughput, highly accurate, and user-friendly detection of cardiovascular diseases. Subsequently, deep analysis of detected serum fingerprints via artificial intelligence models screens potential metabolic biomarkers, providing a new paradigm for the accurate diagnosis of cardiovascular diseases."
39918759,"In orthopaedic clinical applications, creating biocomposite bone substitutes to take the place of autologous bone transplants is still difficult. Studies have demonstrated for decades that poly (lactic-co-glycolic acid) [PLGA], a common polymer, has many benefits that make it a strong contender for bone replacement. These include biodegradability, good mechanical qualities, and the ability to induce new bone production. Although calcium-based materials are frequently used as bone fillers in bone implantation, the efficiency of ceramic materials containing calcium may be hampered by a number of issues, including low microporosity and quick rates of degradation. In order to overcome these obstacles, scientists are investigating ways to improve implant performance by combining PLGA with other materials, especially in terms of encouraging improved connections with nearby bone cells. An overview of the chemical properties of different PLGA-based scaffold composites, as well as the benefits and drawbacks of PLGA-Calcium implants in tissue engineering applications, are the goals of this review. It also highlights the possible advantages and consequences of using PLGA in 3D printing technology to improve bone tissue engineering clinical outcomes."
39918462,"Bithiazole-based poly(arylenevinylene) is synthesized via the Co-catalyzed hydroarylation polyaddition of N,N,N',N'-tetrahexyl-(2,2'-bithiazole)-4,4'-dicarboxamide with 2,7-diethynyl-9,9-bis(2-ethylhexyl)fluorene in a regioselective manner. The introduction of the 2,2'-bithiazole unit deepens the highest occupied molecular orbital (HOMO) and lowest unoccupied molecular orbital (LUMO) energy levels of the polymer compared to the analogous bithiophene-based poly(arylenevinylene). N-Methylation and N-oxidation of the thiazole moiety further deepen the HOMO and LUMO energy levels of the polymer, which is attributed to the enhanced electron-withdrawing effect. The N-oxidized polymer exhibits a high photoluminescence quantum yield and serves as an emitting material in an organic light-emitting diode, and its deep HOMO energy level efficiently restrains the trapping of holes in the host poly(vinylcarbazole) matrix."
39921828,"Lumpy skin disease (LSD) is a highly contagious and fatal transboundary viral disease of cattle and water buffaloes caused by the Lumpy Skin Disease virus (LSDV) which belongs to the genus Capripoxvirus of the Poxviridae family. The disease causes huge economic impact and has been listed as a notifiable disease by World Organization for Animal Health. We present the molecular epidemiology of an LSD outbreak, the first-ever outbreak of the disease in the Union Territory (UT) of Jammu and Kashmir, India; a region lying in Northern Himalayas. During the outbreak, 1661 samples were collected from clinically affected, in-contact cattle as well as apparently healthy animals and screened for LSDV by qPCR. From these 1661 samples, 643 (38.7%) were found positive. Five LSDV-positive samples were randomly selected and the GPCR gene was amplified, cloned and sequenced. A 12-nucleotide deletion was observed in the GPCR gene when compared to the 2019 Indian LSDV isolate from Odhisa, India. Based on the data obtained by qPCR analysis, the occurrence of LSD was determined with respect to the age, sex and breed of the animals. Furthermore, ticks collected from the affected animals and flies on the farm were identified and were found positive for LSDV."
39921799,"Junín virus (JUNV) is a mammarenavirus that causes Argentine hemorrhagic fever (AHF). Mammarenaviruses are RNA viruses with an ambisense, bi-segmented genome containing four genes encoding the glycoproteins (GPC), the nucleoprotein (NP), the RNA polymerase (L) and the matrix protein (Z). Several JUNV strains with different pathogenicity have already been fully sequenced. We performed a comprehensive and comparative analysis of their genetic differences and phylogeny, focusing on the synonymous codon usage patterns of the JUNV proteins. We found a nucleotide identity of > 95% between strains, with significant differences between all genes for GC% and Z and L genes for GC3%. Analysis of relative synonymous codon usage showed that codons AGA and AGG of the amino acid arginine were overrepresented, while CGC, CGA and CGG of arginine, GCG of alanine, ACG of threonine, CCG of proline and TCG of serine were underrepresented in the GPC, NP and L genes. A weak codon usage bias was observed, with GPC having a significantly higher effective number of codons. Moreover, selection could explain at least 83% of the observed bias. Analysis of the codon adaptation index revealed a better adaptation for B cells and kidney and a lower one for endothelial cells. We also observed a possible reassortment event between the MC2 and Romero strains. This work provides a new perspective on the genetic diversity of JUNV strains, which may contribute to the development of new approaches for future research into the evolutionary model, origin and host adaptation of JUNV causing AHF."
39921690,"We recently discovered a novel member of the family Arteriviridae, hedgehog arterivirus 1 (HhAV-1), in the brains of hedgehogs with fatal encephalitis. In this study, we classified this virus and investigated its intrahost genomic diversity using next-generation sequencing. We sequenced HhAV-1 genomes from specimens from seven hedgehogs (two males and five females) with signs of encephalitis that were collected in Buckinghamshire, Gloucestershire, and Cambridgeshire, England, and had died or been euthanised between 2013 and 2024. Analysis of the intrahost populations of these seven HhAV-1 isolates and a previously described isolate revealed the presence of single-nucleotide polymorphisms (SNPs), which were most frequent in open reading frames 5, 6, and 7, encoding glycoprotein 5, the membrane protein, and the nucleocapsid protein. Pairwise comparisons of the eight HhAV-1 variants showed that the nucleotide sequence identity values in their combined complete coding sequences ranged from 76.2% to 100%. The eight HhAV-1 variants also shared at least 82.8% amino acid sequence identity in five domains that are involved in replication and are used for the classification of nidoviruses: 3CLpro, NiRAN, RdRp, ZBD, and HEL1. In a replicase-based phylogenetic tree of members of the family Arteriviridae, the HhAV-1 variants formed a sister cluster to African pouched rat arterivirus. A DEmARC-based pairwise distance analysis indicated that these viruses may comprise a new species, for which we propose the name ""Xiarterivirus erinaceid"", in a new genus in the subfamily Heroarterivirinae."
39921615,"Mpox, is a zoonotic disease caused by the monkeypox virus and is primarily endemic to Africa. As countries gradually stop smallpox vaccination, resistance to the smallpox virus is declining, increasing the risk of infection with mpox and other viruses. On 14 August 2024, the World Health Organization announced that the spread of mpox constituted a public health emergency of international concern. Mpox's transmission routes and symptoms are complex and pose new challenges to global health. Several vaccines (such as ACAM2000, JYNNEOS, LC16m8, and genetically engineered vaccines) and antiviral drugs (such as tecovirimat, brincidofovir, cidofovir, and varicella immunoglobulin intravenous injection) have been developed and marketed to prevent and control this disease. This review aims to introduce the epidemic situation, epidemiological characteristics, physiological and pathological characteristics, and preventive measures for mpox in detail, to provide a scientific basis for the prevention and control of mpox viruses worldwide."
39921609,"Human adenoviruses (HAdVs) cause diverse disease presentations as pathogens and are also used as viral vectors for vaccines and gene therapy products. Pre-existing adaptive immune responses to HAdV are known to influence symptom severity, viral clearance and the success of viral vectored products. Of note, approximately 50% of the UK's adult population has received at least one dose of a chimpanzee adenovirus vectored SARS-CoV-2 vaccine (ChAdOx1) since January 2021. We used FluoroSpot analysis to quantify the interferon-gamma (IFNγ) and interleukin-2 (IL2) responses of healthy blood donors to HAdV species A, B, C, D and F and chimpanzee adenovirus Y25, related to HAdV species E. We find that cellular immune responses to multiple species of human adenovirus are ubiquitous among healthy adult blood donors and that stimulating PBMC with whole hexon peptide libraries induces a significantly greater IFNγ and IL2 response than using selected peptide pools alone. We then compared the cellular immune responses of ChAdOx1 recipients and control donors using PBMC collected in 2021 and found that homotypic and heterotypic IFNγ responses were significantly boosted in ChAdOx1 recipients but not controls. Finally, we show that in PBMC derived from blood donors, IFNγ responses are made to both conserved and variable regions of the hexon protein. Future vaccination campaigns using adenoviral vectored vaccines will need to account for the pre-existing exposure of recipients to both circulating HAdVs and vaccines such as ChAdOx1, which convey polyfunctional antiviral T cell responses to even low seroprevalence HAdV types."
39921608,"Influenza A virus (IAV) remains a major global public health threat, especially with the emergence of antiviral resistance, highlighting the urgent need for novel therapeutics. Alkaloids are known for their antiviral properties, and chemical synthesis has become a key strategy in developing new alkaloid compounds. In this study, we synthesized a series of novel alkaloids using the Ugi reaction and assessed their antiviral potential and mechanisms. Through screening and validation, Zj6-11 was identified as a promising compound that effectively inhibits IAV infection in vitro. Molecular docking and binding affinity assays showed that Zj6-11 binds with high affinity to IAV nucleoprotein (NP) and inhibits its interaction with nucleic acids. Further, in vitro nuclear translocation assays confirmed that Zj6-11 suppresses NP nuclear import. Mechanistically, Zj6-11 significantly inhibits IAV-induced apoptosis and mitigates mitochondrial membrane potential dysfunction. Zj6-11 also inhibits cytochrome c release, reduces the expression of cleaved Caspase-9 and Caspase-3, and suppresses IAV-induced apoptosis-inducing factor (Aif) expression, suppressing IAV-induced mitochondrial apoptosis. More importantly, Zj6-11 plays a crucial role in protecting mice from IAV infection and reducing IAV pathogenicity. Our study provides mechanistic insights into Zj6-11's control of IAV infection in vitro and in vivo, offering new perspectives for antiviral therapy development."
39921602,"The lack of effective antiviral treatments for enteroviruses, including human enterovirus A71 (EV-A71), have resulted in an immense global healthcare burden associated with hand-foot-and-mouth disease (HFMD). Rocaglates and aglains belong to a family of compounds produced by Aglaia genus plants. Since the initial discovery of rocaglates in 1982, various rocaglates and aglains have been synthesized and extensively studied mainly as anticancer agents. Here, we report the discovery of a novel aglain derivative as a potential EV-A71 inhibitor. From an immunofluorescence-based phenotypic screen of a library of 296 rocaglate and aglain derivatives, we identified a lead aglain which effectively suppressed EV-A71 replication by 2.3 log fold at a non-cytotoxic concentration, with a host cell CC50 of 21.78 µM, an EV-A71 infection EC50 of 3.57 µM, and a selectivity index of 6.1. Further validation revealed inhibition of EV-A71 across multiple human cell types and a pan-enterovirus inhibitory spectrum against other enteroviruses. Subsequent mechanistic investigation revealed interference with EV-A71 intracellular post-entry events including viral RNA transcription and translation. Findings from this study have established a strong foundation for development of aglain scaffolds as much needed antiviral agents for HFMD, paving the way for future medicinal chemistry optimization and in vivo studies."
39921601,"Understanding how interpersonal interactions and immunological factors shape SARS-CoV-2 transmission in households is crucial for designing control measures. We developed a Bayesian data augmentation transmission model to evaluate the effects of isolation, parental care, and vaccine-induced immunity on Delta variant transmission from the follow-up of 1,093 Israeli households (July-August 2021). Among the 2883 household contacts, 1096 (38%) were infected. Children were 38% (CI: 7-81) more likely to be infected than adults. Isolation measures reduced transmission by 52% (CI: 46-57). Transmission was 39% (CI: 11-76) higher between children and adult females than males. Vaccine effectiveness was 78% (CI: 54-90), 85% (CI: 70-94), and 73% (CI: 49-88) for one, two, and three doses of recent vaccination (< 90 days), respectively but dropped to 18% (CI: (-6)-36) for two doses administered more than 90 days ago. Household member interactions significantly shaped transmission, and isolation measures effectively reduced transmission."
39921537,Respiratory syncytial virus (RSV) is an important cause of bronchiolitis and pneumonia in children globally. This study aimed to incorporate new data to update estimates of RSV burden in children through 5 years of age in Western Pacific and Southeast Asia Regions.
39921518,"Movement disorders after dengue virus (DENV) infection have been increasingly recognized. We aimed to synthesize the clinical and paraclinical characteristics, treatment responses, and outcomes of these neurologic complications. We systematically reviewed PubMed, Embase, Scopus, and LILACS databases up to September 2023 following a published protocol. We identified 73 cases of DENV-induced movement disorders. Cerebellar ataxia was the most common, followed by parkinsonism, opsoclonus-myoclonus-ataxia syndrome, and dystonia. Movement disorders typically developed within 14 days of DENV infection and were associated with a range of neurological symptoms, including cognitive impairment and psychiatric disturbances. Neuroimaging studies frequently showed abnormalities in the basal ganglia and brainstem. Treatment varied depending on the specific movement disorder and included corticosteroids, intravenous immunoglobulin, and symptomatic medications. Whereas a handful of cases met the criteria for acute encephalitis, many lacked sufficient data to establish a definitive diagnosis. Para-infectious and postinfectious immune-mediated movement disorders were also reported. A rare case of chronic progressive panencephalitis due to DENV infection highlights the potential for long-term neurological consequences. Other DENV-related complications, such as stroke, pituitary apoplexy, subacute thyroiditis, and metabolic disturbances, can also cause movement disorders. We emphasize the importance of recognizing the diverse neurological manifestations of DENV infection and the need for further research to improve our understanding of the underlying mechanisms and optimize treatment strategies. We propose a more rigorous approach to determining the causality between infection and movement disorder, demanding stronger evidence beyond mere association and advocating for targeted research to fill the existing knowledge gaps. © 2025 International Parkinson and Movement Disorder Society."
39921425,"Further phytochemical investigation on the twigs of Trichilia connaroides led to the isolation of nine limonoids (1, 2, and 5-11), one 3,4-seco-homo-cycloartane (3), and two steroids (4 and 12). The structures of these obtained isolates were established by means of detailed analyses of their extensive spectroscopic information and ECD calculations, four of them were elucidated as undescribed compounds (1-4). It is noted that an unprecedented 7-oxabicyclo[2.2.1]-heptane moiety in trichilitin M (1) was proposed by the linkage of C-11 and C-14 via an oxygen atom.  All compounds were evaluated for their anti-tobacco mosaic virus (TMV) activities by the conventional half-leaf method and RT-PCR assays. Compared with the positive control ningnanmycin, compounds 1, 6, 7, and 11 showed signiﬁcant anti-TMV biological activities. Futhermore, qRT-PCR assays suggested that the expression level of the TMV CP gene in inoculated and systemic K326 leaves treated by both 1 and 6, was significantly lower than that for the control group. More importantly, compounds 1 and 6 could not only inhibit the accumulation of TMV CP gene, but also enhance the host plant's resistance to TMV infection."
