PMID,Abstract,Processed_abstract
39920129,"Uncontrolled haemorrhage is a leading cause of trauma-related fatalities, highlighting the critical need for rapid and effective haemostasis. Current haemostatic materials encounter limitations such as slow clotting and weak mechanical strength, while most of bioadhesives compromise their adhesion performance to wet tissues for biocompatibility and degradability. In this study, a molecular self-assembly strategy is proposed, developing a biocompatible and biodegradable protein-based patch with excellent adhesion performance. This strategy utilizes fibrinogen modified with hydrophobic groups to induce self-assembly into a hydrogel, which is converted into a dry patch. The protein patch enhances adhesion performance on the wet tissue through a dry cross-linking method and robust intra/inter-molecular interactions. This patch demonstrates excellent haemostatic efficacy in  both porcine oozing wound and porcine severe acute haemorrhage. It maintains biological functionality, and ensures sustained wound sealing while gradually degrading in vivo, making it a promising candidate for clinical tissue sealing applications.","uncontrolled haemorrhage leading cause trauma-related fatality , highlighting critical need rapid effective haemostasis . current haemostatic material encounter limitation slow clotting weak mechanical strength , bioadhesives compromise adhesion performance wet tissue biocompatibility degradability . study , molecular self-assembly strategy proposed , developing biocompatible biodegradable protein-based patch excellent adhesion performance . strategy utilizes fibrinogen modified hydrophobic group induce self-assembly hydrogel , converted dry patch . protein patch enhances adhesion performance wet tissue dry cross-linking method robust intra/inter-molecular interaction . patch demonstrates excellent haemostatic efficacy porcine oozing wound porcine severe acute haemorrhage . maintains biological functionality , ensures sustained wound sealing gradually degrading vivo , making promising candidate clinical tissue sealing application ."
39919725,"This study aimed to investigate whether the use of CT-based navigation enhances: 1) the accuracy of cup placement; and 2) the achievement rate of required range of motion (ROM). Additionally, we investigated the impact of using a large femoral head and dual-mobility liner on the achievement rates.","study aimed investigate whether use ct-based navigation enhances 1 accuracy cup placement 2 achievement rate required range motion rom . additionally , investigated impact using large femoral head dual-mobility liner achievement rate ."
39919189,"The COVID-19 pandemic caused a global health crisis that resulted in millions of deaths. Effective vaccines have played central roles in curtailing the pandemic. Here, we developed a down-converting near-infrared IIb (NIR-IIb; 1500 to 1700 nanometers) luminescent, pure NaErF4@NaYF4 rare-earth nanoparticle (pEr) as vaccine carriers. The pEr nanoparticles were coated with three layers of cross-linked biocompatible polymers (pEr-P3; ~55 nanometers) and conjugated to the receptor binding domain (RBD) of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) spike protein. Upon subcutaneous injection of the pEr-P3-RBD nanovaccine in mice, in vivo NIR-IIb imaging revealed active vaccine trafficking and migration to lymph nodes through lymphatic vessels. Two doses of the adjuvant-free vaccine elicited long-lasting (>7 months) high titers of serum viral neutralization antibody and anti-RBD immunoglobulin G, along with robust RBD-specific germinal center B cells and T follicular helper cells. We devised in vivo NIR-II molecular imaging of RBD-specific cells in lymph nodes, opening noninvasive assessments of vaccine-elicited immune responses longitudinally.","covid-19 pandemic caused global health crisis resulted million death . effective vaccine played central role curtailing pandemic . , developed down-converting near-infrared iib nir-iib 1500 1700 nanometer luminescent , pure naerf4nayf4 rare-earth nanoparticle per vaccine carrier . per nanoparticles coated three layer cross-linked biocompatible polymer per-p3 55 nanometer conjugated receptor binding domain rbd severe acute respiratory syndrome coronavirus 2 sars-cov-2 spike protein . upon subcutaneous injection per-p3-rbd nanovaccine mouse , vivo nir-iib imaging revealed active vaccine trafficking migration lymph node lymphatic vessel . two dos adjuvant-free vaccine elicited long-lasting > 7 month high titer serum viral neutralization antibody anti-rbd immunoglobulin g , along robust rbd-specific germinal center b cell follicular helper cell . devised vivo nir-ii molecular imaging rbd-specific cell lymph node , opening noninvasive assessment vaccine-elicited immune response longitudinally ."
39918943,"Rapid and accurate detection plays a critical role in improving the survival and prognosis of patients with cardiovascular disease, but traditional detection methods are far from ideal for those with suspected conditions. Metabolite analysis based on nanomatrix-assisted laser desorption/ionization mass spectrometry (NMALDI-MS) is considered to be a promising technique for disease diagnosis. However, the performance of core nanomatrixes has limited its clinical application. In this study, we constructed 3D flower-shaped cages based on controllable structured metal-organic frameworks and iron oxide nanoparticles with low thermal conductivity and significant photothermal effects. The elongation of the incident light path through multilayer reflection significantly enhances the effective light absorption area of the nanomatrixes. Concurrently, the alternating layered structure confines the thermal energy, reducing thermal losses. Moreover, the 3D structure increases affinity sites, expanding the detection coverage. This approach effectively enhances the laser ionization and thermal desorption efficiency during the LDI process. We applied this technology to analyze the serum metabolomes of patients with myocardial infarction, heart failure, and heart failure combined with myocardial infarction, achieving cost-effective, high-throughput, highly accurate, and user-friendly detection of cardiovascular diseases. Subsequently, deep analysis of detected serum fingerprints via artificial intelligence models screens potential metabolic biomarkers, providing a new paradigm for the accurate diagnosis of cardiovascular diseases.","rapid accurate detection play critical role improving survival prognosis patient cardiovascular disease , traditional detection method far ideal suspected condition . metabolite analysis based nanomatrix-assisted laser desorption/ionization mass spectrometry nmaldi-ms considered promising technique disease diagnosis . however , performance core nanomatrixes limited clinical application . study , constructed 3d flower-shaped cage based controllable structured metal-organic framework iron oxide nanoparticles low thermal conductivity significant photothermal effect . elongation incident light path multilayer reflection significantly enhances effective light absorption area nanomatrixes . concurrently , alternating layered structure confines thermal energy , reducing thermal loss . moreover , 3d structure increase affinity site , expanding detection coverage . approach effectively enhances laser ionization thermal desorption efficiency ldi process . applied technology analyze serum metabolomes patient myocardial infarction , heart failure , heart failure combined myocardial infarction , achieving cost-effective , high-throughput , highly accurate , user-friendly detection cardiovascular disease . subsequently , deep analysis detected serum fingerprint via artificial intelligence model screen potential metabolic biomarkers , providing new paradigm accurate diagnosis cardiovascular disease ."
39918759,"In orthopaedic clinical applications, creating biocomposite bone substitutes to take the place of autologous bone transplants is still difficult. Studies have demonstrated for decades that poly (lactic-co-glycolic acid) [PLGA], a common polymer, has many benefits that make it a strong contender for bone replacement. These include biodegradability, good mechanical qualities, and the ability to induce new bone production. Although calcium-based materials are frequently used as bone fillers in bone implantation, the efficiency of ceramic materials containing calcium may be hampered by a number of issues, including low microporosity and quick rates of degradation. In order to overcome these obstacles, scientists are investigating ways to improve implant performance by combining PLGA with other materials, especially in terms of encouraging improved connections with nearby bone cells. An overview of the chemical properties of different PLGA-based scaffold composites, as well as the benefits and drawbacks of PLGA-Calcium implants in tissue engineering applications, are the goals of this review. It also highlights the possible advantages and consequences of using PLGA in 3D printing technology to improve bone tissue engineering clinical outcomes.","orthopaedic clinical application , creating biocomposite bone substitute take place autologous bone transplant still difficult . study demonstrated decade poly lactic-co-glycolic acid plga , common polymer , many benefit make strong contender bone replacement . include biodegradability , good mechanical quality , ability induce new bone production . although calcium-based material frequently used bone filler bone implantation , efficiency ceramic material containing calcium may hampered number issue , including low microporosity quick rate degradation . order overcome obstacle , scientist investigating way improve implant performance combining plga material , especially term encouraging improved connection nearby bone cell . overview chemical property different plga-based scaffold composite , well benefit drawback plga-calcium implant tissue engineering application , goal review . also highlight possible advantage consequence using plga 3d printing technology improve bone tissue engineering clinical outcome ."
39918462,"Bithiazole-based poly(arylenevinylene) is synthesized via the Co-catalyzed hydroarylation polyaddition of N,N,N',N'-tetrahexyl-(2,2'-bithiazole)-4,4'-dicarboxamide with 2,7-diethynyl-9,9-bis(2-ethylhexyl)fluorene in a regioselective manner. The introduction of the 2,2'-bithiazole unit deepens the highest occupied molecular orbital (HOMO) and lowest unoccupied molecular orbital (LUMO) energy levels of the polymer compared to the analogous bithiophene-based poly(arylenevinylene). N-Methylation and N-oxidation of the thiazole moiety further deepen the HOMO and LUMO energy levels of the polymer, which is attributed to the enhanced electron-withdrawing effect. The N-oxidized polymer exhibits a high photoluminescence quantum yield and serves as an emitting material in an organic light-emitting diode, and its deep HOMO energy level efficiently restrains the trapping of holes in the host poly(vinylcarbazole) matrix.","bithiazole-based polyarylenevinylene synthesized via co-catalyzed hydroarylation polyaddition n , n , n , n-tetrahexyl-2,2-bithiazole-4,4-dicarboxamide 2,7-diethynyl-9,9-bis2-ethylhexylfluorene regioselective manner . introduction 2,2-bithiazole unit deepens highest occupied molecular orbital homo lowest unoccupied molecular orbital lumo energy level polymer compared analogous bithiophene-based polyarylenevinylene . n-methylation n-oxidation thiazole moiety deepen homo lumo energy level polymer , attributed enhanced electron-withdrawing effect . n-oxidized polymer exhibit high photoluminescence quantum yield serf emitting material organic light-emitting diode , deep homo energy level efficiently restrains trapping hole host polyvinylcarbazole matrix ."
39921828,"Lumpy skin disease (LSD) is a highly contagious and fatal transboundary viral disease of cattle and water buffaloes caused by the Lumpy Skin Disease virus (LSDV) which belongs to the genus Capripoxvirus of the Poxviridae family. The disease causes huge economic impact and has been listed as a notifiable disease by World Organization for Animal Health. We present the molecular epidemiology of an LSD outbreak, the first-ever outbreak of the disease in the Union Territory (UT) of Jammu and Kashmir, India; a region lying in Northern Himalayas. During the outbreak, 1661 samples were collected from clinically affected, in-contact cattle as well as apparently healthy animals and screened for LSDV by qPCR. From these 1661 samples, 643 (38.7%) were found positive. Five LSDV-positive samples were randomly selected and the GPCR gene was amplified, cloned and sequenced. A 12-nucleotide deletion was observed in the GPCR gene when compared to the 2019 Indian LSDV isolate from Odhisa, India. Based on the data obtained by qPCR analysis, the occurrence of LSD was determined with respect to the age, sex and breed of the animals. Furthermore, ticks collected from the affected animals and flies on the farm were identified and were found positive for LSDV.","lumpy skin disease lsd highly contagious fatal transboundary viral disease cattle water buffalo caused lumpy skin disease virus lsdv belongs genus capripoxvirus poxviridae family . disease cause huge economic impact listed notifiable disease world organization animal health . present molecular epidemiology lsd outbreak , first-ever outbreak disease union territory ut jammu kashmir , india region lying northern himalaya . outbreak , 1661 sample collected clinically affected , in-contact cattle well apparently healthy animal screened lsdv qpcr . 1661 sample , 643 38.7 % found positive . five lsdv-positive sample randomly selected gpcr gene amplified , cloned sequenced . 12-nucleotide deletion observed gpcr gene compared 2019 indian lsdv isolate odhisa , india . based data obtained qpcr analysis , occurrence lsd determined respect age , sex breed animal . furthermore , tick collected affected animal fly farm identified found positive lsdv ."
39921799,"Junín virus (JUNV) is a mammarenavirus that causes Argentine hemorrhagic fever (AHF). Mammarenaviruses are RNA viruses with an ambisense, bi-segmented genome containing four genes encoding the glycoproteins (GPC), the nucleoprotein (NP), the RNA polymerase (L) and the matrix protein (Z). Several JUNV strains with different pathogenicity have already been fully sequenced. We performed a comprehensive and comparative analysis of their genetic differences and phylogeny, focusing on the synonymous codon usage patterns of the JUNV proteins. We found a nucleotide identity of > 95% between strains, with significant differences between all genes for GC% and Z and L genes for GC3%. Analysis of relative synonymous codon usage showed that codons AGA and AGG of the amino acid arginine were overrepresented, while CGC, CGA and CGG of arginine, GCG of alanine, ACG of threonine, CCG of proline and TCG of serine were underrepresented in the GPC, NP and L genes. A weak codon usage bias was observed, with GPC having a significantly higher effective number of codons. Moreover, selection could explain at least 83% of the observed bias. Analysis of the codon adaptation index revealed a better adaptation for B cells and kidney and a lower one for endothelial cells. We also observed a possible reassortment event between the MC2 and Romero strains. This work provides a new perspective on the genetic diversity of JUNV strains, which may contribute to the development of new approaches for future research into the evolutionary model, origin and host adaptation of JUNV causing AHF.","junn virus junv mammarenavirus cause argentine hemorrhagic fever ahf . mammarenaviruses rna virus ambisense , bi-segmented genome containing four gene encoding glycoprotein gpc , nucleoprotein np , rna polymerase l matrix protein z. several junv strain different pathogenicity already fully sequenced . performed comprehensive comparative analysis genetic difference phylogeny , focusing synonymous codon usage pattern junv protein . found nucleotide identity > 95 % strain , significant difference gene gc % z l gene gc3 % . analysis relative synonymous codon usage showed codon aga agg amino acid arginine overrepresented , cgc , cga cgg arginine , gcg alanine , acg threonine , ccg proline tcg serine underrepresented gpc , np l gene . weak codon usage bias observed , gpc significantly higher effective number codon . moreover , selection could explain least 83 % observed bias . analysis codon adaptation index revealed better adaptation b cell kidney lower one endothelial cell . also observed possible reassortment event mc2 romero strain . work provides new perspective genetic diversity junv strain , may contribute development new approach future research evolutionary model , origin host adaptation junv causing ahf ."
39921690,"We recently discovered a novel member of the family Arteriviridae, hedgehog arterivirus 1 (HhAV-1), in the brains of hedgehogs with fatal encephalitis. In this study, we classified this virus and investigated its intrahost genomic diversity using next-generation sequencing. We sequenced HhAV-1 genomes from specimens from seven hedgehogs (two males and five females) with signs of encephalitis that were collected in Buckinghamshire, Gloucestershire, and Cambridgeshire, England, and had died or been euthanised between 2013 and 2024. Analysis of the intrahost populations of these seven HhAV-1 isolates and a previously described isolate revealed the presence of single-nucleotide polymorphisms (SNPs), which were most frequent in open reading frames 5, 6, and 7, encoding glycoprotein 5, the membrane protein, and the nucleocapsid protein. Pairwise comparisons of the eight HhAV-1 variants showed that the nucleotide sequence identity values in their combined complete coding sequences ranged from 76.2% to 100%. The eight HhAV-1 variants also shared at least 82.8% amino acid sequence identity in five domains that are involved in replication and are used for the classification of nidoviruses: 3CLpro, NiRAN, RdRp, ZBD, and HEL1. In a replicase-based phylogenetic tree of members of the family Arteriviridae, the HhAV-1 variants formed a sister cluster to African pouched rat arterivirus. A DEmARC-based pairwise distance analysis indicated that these viruses may comprise a new species, for which we propose the name ""Xiarterivirus erinaceid"", in a new genus in the subfamily Heroarterivirinae.","recently discovered novel member family arteriviridae , hedgehog arterivirus 1 hhav-1 , brain hedgehog fatal encephalitis . study , classified virus investigated intrahost genomic diversity using next-generation sequencing . sequenced hhav-1 genome specimen seven hedgehog two male five female sign encephalitis collected buckinghamshire , gloucestershire , cambridgeshire , england , died euthanised 2013 2024. analysis intrahost population seven hhav-1 isolates previously described isolate revealed presence single-nucleotide polymorphism snp , frequent open reading frame 5 , 6 , 7 , encoding glycoprotein 5 , membrane protein , nucleocapsid protein . pairwise comparison eight hhav-1 variant showed nucleotide sequence identity value combined complete coding sequence ranged 76.2 % 100 % . eight hhav-1 variant also shared least 82.8 % amino acid sequence identity five domain involved replication used classification nidoviruses 3clpro , niran , rdrp , zbd , hel1 . replicase-based phylogenetic tree member family arteriviridae , hhav-1 variant formed sister cluster african pouched rat arterivirus . demarc-based pairwise distance analysis indicated virus may comprise new specie , propose name xiarterivirus erinaceid , new genus subfamily heroarterivirinae ."
39921615,"Mpox, is a zoonotic disease caused by the monkeypox virus and is primarily endemic to Africa. As countries gradually stop smallpox vaccination, resistance to the smallpox virus is declining, increasing the risk of infection with mpox and other viruses. On 14 August 2024, the World Health Organization announced that the spread of mpox constituted a public health emergency of international concern. Mpox's transmission routes and symptoms are complex and pose new challenges to global health. Several vaccines (such as ACAM2000, JYNNEOS, LC16m8, and genetically engineered vaccines) and antiviral drugs (such as tecovirimat, brincidofovir, cidofovir, and varicella immunoglobulin intravenous injection) have been developed and marketed to prevent and control this disease. This review aims to introduce the epidemic situation, epidemiological characteristics, physiological and pathological characteristics, and preventive measures for mpox in detail, to provide a scientific basis for the prevention and control of mpox viruses worldwide.","mpox , zoonotic disease caused monkeypox virus primarily endemic africa . country gradually stop smallpox vaccination , resistance smallpox virus declining , increasing risk infection mpox virus . 14 august 2024 , world health organization announced spread mpox constituted public health emergency international concern . mpoxs transmission route symptom complex pose new challenge global health . several vaccine acam2000 , jynneos , lc16m8 , genetically engineered vaccine antiviral drug tecovirimat , brincidofovir , cidofovir , varicella immunoglobulin intravenous injection developed marketed prevent control disease . review aim introduce epidemic situation , epidemiological characteristic , physiological pathological characteristic , preventive measure mpox detail , provide scientific basis prevention control mpox virus worldwide ."
39921609,"Human adenoviruses (HAdVs) cause diverse disease presentations as pathogens and are also used as viral vectors for vaccines and gene therapy products. Pre-existing adaptive immune responses to HAdV are known to influence symptom severity, viral clearance and the success of viral vectored products. Of note, approximately 50% of the UK's adult population has received at least one dose of a chimpanzee adenovirus vectored SARS-CoV-2 vaccine (ChAdOx1) since January 2021. We used FluoroSpot analysis to quantify the interferon-gamma (IFNγ) and interleukin-2 (IL2) responses of healthy blood donors to HAdV species A, B, C, D and F and chimpanzee adenovirus Y25, related to HAdV species E. We find that cellular immune responses to multiple species of human adenovirus are ubiquitous among healthy adult blood donors and that stimulating PBMC with whole hexon peptide libraries induces a significantly greater IFNγ and IL2 response than using selected peptide pools alone. We then compared the cellular immune responses of ChAdOx1 recipients and control donors using PBMC collected in 2021 and found that homotypic and heterotypic IFNγ responses were significantly boosted in ChAdOx1 recipients but not controls. Finally, we show that in PBMC derived from blood donors, IFNγ responses are made to both conserved and variable regions of the hexon protein. Future vaccination campaigns using adenoviral vectored vaccines will need to account for the pre-existing exposure of recipients to both circulating HAdVs and vaccines such as ChAdOx1, which convey polyfunctional antiviral T cell responses to even low seroprevalence HAdV types.","human adenovirus hadvs cause diverse disease presentation pathogen also used viral vector vaccine gene therapy product . pre-existing adaptive immune response hadv known influence symptom severity , viral clearance success viral vectored product . note , approximately 50 % uk adult population received least one dose chimpanzee adenovirus vectored sars-cov-2 vaccine chadox1 since january 2021. used fluorospot analysis quantify interferon-gamma ifn interleukin-2 il2 response healthy blood donor hadv specie , b , c , f chimpanzee adenovirus y25 , related hadv specie e. find cellular immune response multiple specie human adenovirus ubiquitous among healthy adult blood donor stimulating pbmc whole hexon peptide library induces significantly greater ifn il2 response using selected peptide pool alone . compared cellular immune response chadox1 recipient control donor using pbmc collected 2021 found homotypic heterotypic ifn response significantly boosted chadox1 recipient control . finally , show pbmc derived blood donor , ifn response made conserved variable region hexon protein . future vaccination campaign using adenoviral vectored vaccine need account pre-existing exposure recipient circulating hadvs vaccine chadox1 , convey polyfunctional antiviral cell response even low seroprevalence hadv type ."
39921608,"Influenza A virus (IAV) remains a major global public health threat, especially with the emergence of antiviral resistance, highlighting the urgent need for novel therapeutics. Alkaloids are known for their antiviral properties, and chemical synthesis has become a key strategy in developing new alkaloid compounds. In this study, we synthesized a series of novel alkaloids using the Ugi reaction and assessed their antiviral potential and mechanisms. Through screening and validation, Zj6-11 was identified as a promising compound that effectively inhibits IAV infection in vitro. Molecular docking and binding affinity assays showed that Zj6-11 binds with high affinity to IAV nucleoprotein (NP) and inhibits its interaction with nucleic acids. Further, in vitro nuclear translocation assays confirmed that Zj6-11 suppresses NP nuclear import. Mechanistically, Zj6-11 significantly inhibits IAV-induced apoptosis and mitigates mitochondrial membrane potential dysfunction. Zj6-11 also inhibits cytochrome c release, reduces the expression of cleaved Caspase-9 and Caspase-3, and suppresses IAV-induced apoptosis-inducing factor (Aif) expression, suppressing IAV-induced mitochondrial apoptosis. More importantly, Zj6-11 plays a crucial role in protecting mice from IAV infection and reducing IAV pathogenicity. Our study provides mechanistic insights into Zj6-11's control of IAV infection in vitro and in vivo, offering new perspectives for antiviral therapy development.","influenza virus iav remains major global public health threat , especially emergence antiviral resistance , highlighting urgent need novel therapeutic . alkaloid known antiviral property , chemical synthesis become key strategy developing new alkaloid compound . study , synthesized series novel alkaloid using ugi reaction assessed antiviral potential mechanism . screening validation , zj6-11 identified promising compound effectively inhibits iav infection vitro . molecular docking binding affinity assay showed zj6-11 bind high affinity iav nucleoprotein np inhibits interaction nucleic acid . , vitro nuclear translocation assay confirmed zj6-11 suppresses np nuclear import . mechanistically , zj6-11 significantly inhibits iav-induced apoptosis mitigates mitochondrial membrane potential dysfunction . zj6-11 also inhibits cytochrome c release , reduces expression cleaved caspase-9 caspase-3 , suppresses iav-induced apoptosis-inducing factor aif expression , suppressing iav-induced mitochondrial apoptosis . importantly , zj6-11 play crucial role protecting mouse iav infection reducing iav pathogenicity . study provides mechanistic insight zj6-11s control iav infection vitro vivo , offering new perspective antiviral therapy development ."
39921602,"The lack of effective antiviral treatments for enteroviruses, including human enterovirus A71 (EV-A71), have resulted in an immense global healthcare burden associated with hand-foot-and-mouth disease (HFMD). Rocaglates and aglains belong to a family of compounds produced by Aglaia genus plants. Since the initial discovery of rocaglates in 1982, various rocaglates and aglains have been synthesized and extensively studied mainly as anticancer agents. Here, we report the discovery of a novel aglain derivative as a potential EV-A71 inhibitor. From an immunofluorescence-based phenotypic screen of a library of 296 rocaglate and aglain derivatives, we identified a lead aglain which effectively suppressed EV-A71 replication by 2.3 log fold at a non-cytotoxic concentration, with a host cell CC50 of 21.78 µM, an EV-A71 infection EC50 of 3.57 µM, and a selectivity index of 6.1. Further validation revealed inhibition of EV-A71 across multiple human cell types and a pan-enterovirus inhibitory spectrum against other enteroviruses. Subsequent mechanistic investigation revealed interference with EV-A71 intracellular post-entry events including viral RNA transcription and translation. Findings from this study have established a strong foundation for development of aglain scaffolds as much needed antiviral agents for HFMD, paving the way for future medicinal chemistry optimization and in vivo studies.","lack effective antiviral treatment enterovirus , including human enterovirus a71 ev-a71 , resulted immense global healthcare burden associated hand-foot-and-mouth disease hfmd . rocaglates aglains belong family compound produced aglaia genus plant . since initial discovery rocaglates 1982 , various rocaglates aglains synthesized extensively studied mainly anticancer agent . , report discovery novel aglain derivative potential ev-a71 inhibitor . immunofluorescence-based phenotypic screen library 296 rocaglate aglain derivative , identified lead aglain effectively suppressed ev-a71 replication 2.3 log fold non-cytotoxic concentration , host cell cc50 21.78 , ev-a71 infection ec50 3.57 , selectivity index 6.1. validation revealed inhibition ev-a71 across multiple human cell type pan-enterovirus inhibitory spectrum enterovirus . subsequent mechanistic investigation revealed interference ev-a71 intracellular post-entry event including viral rna transcription translation . finding study established strong foundation development aglain scaffold much needed antiviral agent hfmd , paving way future medicinal chemistry optimization vivo study ."
39921601,"Understanding how interpersonal interactions and immunological factors shape SARS-CoV-2 transmission in households is crucial for designing control measures. We developed a Bayesian data augmentation transmission model to evaluate the effects of isolation, parental care, and vaccine-induced immunity on Delta variant transmission from the follow-up of 1,093 Israeli households (July-August 2021). Among the 2883 household contacts, 1096 (38%) were infected. Children were 38% (CI: 7-81) more likely to be infected than adults. Isolation measures reduced transmission by 52% (CI: 46-57). Transmission was 39% (CI: 11-76) higher between children and adult females than males. Vaccine effectiveness was 78% (CI: 54-90), 85% (CI: 70-94), and 73% (CI: 49-88) for one, two, and three doses of recent vaccination (< 90 days), respectively but dropped to 18% (CI: (-6)-36) for two doses administered more than 90 days ago. Household member interactions significantly shaped transmission, and isolation measures effectively reduced transmission.","understanding interpersonal interaction immunological factor shape sars-cov-2 transmission household crucial designing control measure . developed bayesian data augmentation transmission model evaluate effect isolation , parental care , vaccine-induced immunity delta variant transmission follow-up 1,093 israeli household july-august 2021. among 2883 household contact , 1096 38 % infected . child 38 % ci 7-81 likely infected adult . isolation measure reduced transmission 52 % ci 46-57. transmission 39 % ci 11-76 higher child adult female male . vaccine effectiveness 78 % ci 54-90 , 85 % ci 70-94 , 73 % ci 49-88 one , two , three dos recent vaccination < 90 day , respectively dropped 18 % ci -6-36 two dos administered 90 day ago . household member interaction significantly shaped transmission , isolation measure effectively reduced transmission ."
39921537,Respiratory syncytial virus (RSV) is an important cause of bronchiolitis and pneumonia in children globally. This study aimed to incorporate new data to update estimates of RSV burden in children through 5 years of age in Western Pacific and Southeast Asia Regions.,respiratory syncytial virus rsv important cause bronchiolitis pneumonia child globally . study aimed incorporate new data update estimate rsv burden child 5 year age western pacific southeast asia region .
39921518,"Movement disorders after dengue virus (DENV) infection have been increasingly recognized. We aimed to synthesize the clinical and paraclinical characteristics, treatment responses, and outcomes of these neurologic complications. We systematically reviewed PubMed, Embase, Scopus, and LILACS databases up to September 2023 following a published protocol. We identified 73 cases of DENV-induced movement disorders. Cerebellar ataxia was the most common, followed by parkinsonism, opsoclonus-myoclonus-ataxia syndrome, and dystonia. Movement disorders typically developed within 14 days of DENV infection and were associated with a range of neurological symptoms, including cognitive impairment and psychiatric disturbances. Neuroimaging studies frequently showed abnormalities in the basal ganglia and brainstem. Treatment varied depending on the specific movement disorder and included corticosteroids, intravenous immunoglobulin, and symptomatic medications. Whereas a handful of cases met the criteria for acute encephalitis, many lacked sufficient data to establish a definitive diagnosis. Para-infectious and postinfectious immune-mediated movement disorders were also reported. A rare case of chronic progressive panencephalitis due to DENV infection highlights the potential for long-term neurological consequences. Other DENV-related complications, such as stroke, pituitary apoplexy, subacute thyroiditis, and metabolic disturbances, can also cause movement disorders. We emphasize the importance of recognizing the diverse neurological manifestations of DENV infection and the need for further research to improve our understanding of the underlying mechanisms and optimize treatment strategies. We propose a more rigorous approach to determining the causality between infection and movement disorder, demanding stronger evidence beyond mere association and advocating for targeted research to fill the existing knowledge gaps. © 2025 International Parkinson and Movement Disorder Society.","movement disorder dengue virus denv infection increasingly recognized . aimed synthesize clinical paraclinical characteristic , treatment response , outcome neurologic complication . systematically reviewed pubmed , embase , scopus , lilac database september 2023 following published protocol . identified 73 case denv-induced movement disorder . cerebellar ataxia common , followed parkinsonism , opsoclonus-myoclonus-ataxia syndrome , dystonia . movement disorder typically developed within 14 day denv infection associated range neurological symptom , including cognitive impairment psychiatric disturbance . neuroimaging study frequently showed abnormality basal ganglion brainstem . treatment varied depending specific movement disorder included corticosteroid , intravenous immunoglobulin , symptomatic medication . whereas handful case met criterion acute encephalitis , many lacked sufficient data establish definitive diagnosis . para-infectious postinfectious immune-mediated movement disorder also reported . rare case chronic progressive panencephalitis due denv infection highlight potential long-term neurological consequence . denv-related complication , stroke , pituitary apoplexy , subacute thyroiditis , metabolic disturbance , also cause movement disorder . emphasize importance recognizing diverse neurological manifestation denv infection need research improve understanding underlying mechanism optimize treatment strategy . propose rigorous approach determining causality infection movement disorder , demanding stronger evidence beyond mere association advocating targeted research fill existing knowledge gap . 2025 international parkinson movement disorder society ."
39921425,"Further phytochemical investigation on the twigs of Trichilia connaroides led to the isolation of nine limonoids (1, 2, and 5-11), one 3,4-seco-homo-cycloartane (3), and two steroids (4 and 12). The structures of these obtained isolates were established by means of detailed analyses of their extensive spectroscopic information and ECD calculations, four of them were elucidated as undescribed compounds (1-4). It is noted that an unprecedented 7-oxabicyclo[2.2.1]-heptane moiety in trichilitin M (1) was proposed by the linkage of C-11 and C-14 via an oxygen atom.  All compounds were evaluated for their anti-tobacco mosaic virus (TMV) activities by the conventional half-leaf method and RT-PCR assays. Compared with the positive control ningnanmycin, compounds 1, 6, 7, and 11 showed signiﬁcant anti-TMV biological activities. Futhermore, qRT-PCR assays suggested that the expression level of the TMV CP gene in inoculated and systemic K326 leaves treated by both 1 and 6, was significantly lower than that for the control group. More importantly, compounds 1 and 6 could not only inhibit the accumulation of TMV CP gene, but also enhance the host plant's resistance to TMV infection.","phytochemical investigation twig trichilia connaroides led isolation nine limonoids 1 , 2 , 5-11 , one 3,4-seco-homo-cycloartane 3 , two steroid 4 12. structure obtained isolates established mean detailed analysis extensive spectroscopic information ecd calculation , four elucidated undescribed compound 1-4. noted unprecedented 7-oxabicyclo2.2.1-heptane moiety trichilitin 1 proposed linkage c-11 c-14 via oxygen atom . compound evaluated anti-tobacco mosaic virus tmv activity conventional half-leaf method rt-pcr assay . compared positive control ningnanmycin , compound 1 , 6 , 7 , 11 showed signicant anti-tmv biological activity . futhermore , qrt-pcr assay suggested expression level tmv cp gene inoculated systemic k326 leaf treated 1 6 , significantly lower control group . importantly , compound 1 6 could inhibit accumulation tmv cp gene , also enhance host plant resistance tmv infection ."
